,make,id,model,year,fuelType,evMotor,co2_per_km,cityE_100km,comb08_per_km,combE_per_km,highway08_per_lkm,highwayE_per_km,UCity_per_lkm,UHighway_per_lkm,co2_km,model_full
17,Jeep,39892,Cherokee FWD,2019,Regular,filled,214.37359414418333,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.306975188357796,18.979775828522193,214.37359414418333,Jeep Cherokee FWD
18,Jeep,39893,Cherokee FWD,2019,Regular,filled,218.72320330073197,0.0,10.628592836379445,0.0,13.179455117110512,0.0,11.797695534009838,19.08886770539479,218.72320330073197,Jeep Cherokee FWD
19,Jeep,39894,Cherokee 4WD,2019,Regular,filled,229.2865398237787,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.351337149253247,17.77100722242643,229.2865398237787,Jeep Cherokee 4WD
20,Jeep,39895,Cherokee 4WD,2019,Regular,filled,229.9079125604285,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.351337149253247,17.98357907915402,229.9079125604285,Jeep Cherokee 4WD
21,Jeep,39896,Cherokee Trailhawk 4WD,2019,Regular,filled,248.5490946599227,0.0,9.353161696013911,0.0,11.053736549834623,0.0,10.734496135401129,15.410014124124448,248.5490946599227,Jeep Cherokee Trailhawk 4WD
22,Jeep,39897,Cherokee 4WD Active Drive II,2019,Regular,filled,240.47124908347521,0.0,9.77830540946909,0.0,11.4788802632898,0.0,10.968537749658205,16.495448538946864,240.47124908347521,Jeep Cherokee 4WD Active Drive II
23,Genesis,39909,G70 AWD,2019,Premium,filled,284.58871338561147,0.0,8.502874269103556,0.0,10.628592836379445,0.0,8.606056648359127,13.633721174937369,284.58871338561147,Genesis G70 AWD
24,Genesis,39910,G70 RWD,2019,Premium,filled,277.7536132824636,0.0,8.502874269103556,0.0,11.053736549834623,0.0,8.883420407017285,14.252347792385999,277.7536132824636,Genesis G70 RWD
25,Genesis,39911,G70 AWD,2019,Premium,filled,236.74301266357637,0.0,9.77830540946909,0.0,11.904023976744979,0.0,11.13731980389991,16.635490878158997,236.74301266357637,Genesis G70 AWD
26,Genesis,39912,G70 RWD,2019,Premium,filled,221.830066983981,0.0,10.628592836379445,0.0,12.754311403655334,0.0,11.932423576803783,17.94982266830568,221.830066983981,Genesis G70 RWD
27,Genesis,39913,G70 RWD,2019,Premium,filled,254.76282202642076,0.0,9.353161696013911,0.0,11.904023976744979,0.0,9.820819780814608,16.708147938788485,254.76282202642076,Genesis G70 RWD
28,Buick,39914,Envision AWD,2019,Premium,filled,249.17046739657252,0.0,9.353161696013911,0.0,10.628592836379445,0.0,10.841164693107034,15.772831769187096,249.17046739657252,Buick Envision AWD
29,Honda,39929,Ridgeline FWD,2019,Regular,filled,254.76282202642076,0.0,9.353161696013911,0.0,11.053736549834623,0.0,9.990877266196678,15.857732968764095,254.76282202642076,Honda Ridgeline FWD
30,Honda,39930,Ridgeline AWD,2019,Regular,filled,263.46204033951807,0.0,8.928017982558734,0.0,10.628592836379445,0.0,9.799520080770503,14.79487368512615,263.46204033951807,Honda Ridgeline AWD
31,Volvo,39931,XC40 AWD,2019,Premium,filled,211.2667304609343,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.45671080423671,19.17398147682852,211.2667304609343,Volvo XC40 AWD
32,Hyundai,39936,Veloster,2019,Regular,filled,185.79044825829223,0.0,12.754311403655334,0.0,14.454886257476044,0.0,15.05259580422268,20.993043883589188,185.79044825829223,Hyundai Veloster
33,Hyundai,39937,Veloster,2019,Regular,filled,196.97515751798875,0.0,11.904023976744979,0.0,14.029742544020866,0.0,13.77465631594776,20.576955731230605,196.97515751798875,Hyundai Veloster
34,Hyundai,39938,Veloster,2019,Regular,filled,183.9263300483428,0.0,12.754311403655334,0.0,14.454886257476044,0.0,15.432716798422952,21.0446138160313,183.9263300483428,Hyundai Veloster
35,Hyundai,39939,Veloster,2019,Regular,filled,191.38280288814047,0.0,12.329167690200157,0.0,14.029742544020866,0.0,13.647113201911207,20.066783275084394,191.38280288814047,Hyundai Veloster
36,Ram,39940,1500 2WD,2019,Midgrade,filled,319.3855866380007,0.0,7.227443128738022,0.0,9.353161696013911,0.0,7.6100724708476815,13.32821290244848,319.3855866380007,Ram 1500 2WD
37,Ram,39941,1500 4WD,2019,Midgrade,filled,324.9779412678489,0.0,7.227443128738022,0.0,8.928017982558734,0.0,7.6525868421932,12.62676828961878,324.9779412678489,Ram 1500 4WD
38,Buick,39942,Envision FWD,2019,Regular,filled,223.07281245728063,0.0,10.628592836379445,0.0,12.329167690200157,0.0,11.946538348090497,17.55843536569884,223.07281245728063,Buick Envision FWD
39,Buick,39943,Envision AWD,2019,Regular,filled,234.25752171697715,0.0,10.203449122924267,0.0,11.4788802632898,0.0,11.4788802632898,16.495576082060897,234.25752171697715,Buick Envision AWD
40,Acura,39950,TLX FWD A-SPEC,2019,Premium,filled,208.78123951433508,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.562954218229159,19.53514106140869,208.78123951433508,Acura TLX FWD A-SPEC
41,Acura,39951,TLX FWD A-SPEC,2019,Premium,filled,236.74301266357637,0.0,9.77830540946909,0.0,12.754311403655334,0.0,10.54356409368841,18.366208421263682,236.74301266357637,Acura TLX FWD A-SPEC
42,Acura,39952,TLX AWD,2019,Premium,filled,235.50026719027676,0.0,9.77830540946909,0.0,12.329167690200157,0.0,10.723059769509186,17.858416769912818,235.50026719027676,Acura TLX AWD
43,Acura,39953,TLX AWD A-SPEC,2019,Premium,filled,240.47124908347521,0.0,9.77830540946909,0.0,12.329167690200157,0.0,10.500879664857509,17.38829285157408,240.47124908347521,Acura TLX AWD A-SPEC
44,Chevrolet,39961,Corvette ZR1,2019,Premium,filled,367.8526600966856,0.0,6.377155701827667,0.0,8.077730555648378,0.0,6.717270672591809,11.053736549834623,367.8526600966856,Chevrolet Corvette ZR1
45,Chevrolet,39962,Corvette ZR1,2019,Premium,filled,380.9014875663315,0.0,6.377155701827667,0.0,8.502874269103556,0.0,6.2496125877911135,11.52139463463532,380.9014875663315,Chevrolet Corvette ZR1
46,MINI,39963,Cooper Convertible,2019,Premium,filled,184.5477027849926,0.0,12.754311403655334,0.0,14.880029970931222,0.0,14.843127496603314,21.475326912132743,184.5477027849926,MINI Cooper Convertible
47,MINI,39964,Cooper Convertible,2019,Premium,filled,175.2271117352455,0.0,13.179455117110512,0.0,15.730317397841578,0.0,15.492109375192642,23.294601890750137,175.2271117352455,MINI Cooper Convertible
48,MINI,39965,Cooper S Convertible,2019,Premium,filled,195.73241204468914,0.0,11.904023976744979,0.0,14.029742544020866,0.0,13.877796180831988,20.225701995173935,195.73241204468914,MINI Cooper S Convertible
49,MINI,39966,Cooper S Convertible,2019,Premium,filled,210.0239849876347,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.42112627542051,19.748350633706465,210.0239849876347,MINI Cooper S Convertible
50,MINI,39967,John Cooper Works Convertible,2019,Premium,filled,195.73241204468914,0.0,11.904023976744979,0.0,14.029742544020866,0.0,13.877796180831988,20.225701995173935,195.73241204468914,MINI John Cooper Works Convertible
51,MINI,39968,John Cooper Works Convertible,2019,Premium,filled,217.48045782743236,0.0,10.628592836379445,0.0,13.179455117110512,0.0,11.960100432549718,18.85818472647401,217.48045782743236,MINI John Cooper Works Convertible
52,BMW,39969,430i Convertible,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.878708454212319,21.08598029935049,201.3247666745374,BMW 430i Convertible
53,BMW,39970,430i xDrive Convertible,2019,Premium,filled,213.7522214075335,0.0,11.053736549834623,0.0,13.604598830565688,0.0,11.96945359424573,19.7361490091303,213.7522214075335,BMW 430i xDrive Convertible
54,BMW,39971,440i Convertible,2019,Premium,filled,230.5292852970783,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.173031875830146,17.73678315349329,230.5292852970783,BMW 440i Convertible
55,BMW,39972,440i xDrive Convertible,2019,Premium,filled,237.985758136876,0.0,9.77830540946909,0.0,12.329167690200157,0.0,10.667536000531939,17.47757303139967,237.985758136876,BMW 440i xDrive Convertible
56,MINI,39973,Cooper Hardtop 2 door,2019,Premium,filled,184.5477027849926,0.0,12.754311403655334,0.0,14.880029970931222,0.0,14.843127496603314,21.475326912132743,184.5477027849926,MINI Cooper Hardtop 2 door
57,MINI,39974,Cooper Hardtop 2 door,2019,Premium,filled,175.2271117352455,0.0,13.604598830565688,0.0,16.155461111296756,0.0,15.432716798422952,23.680504839453405,175.2271117352455,MINI Cooper Hardtop 2 door
58,MINI,39975,Cooper Hardtop 4 door,2019,Premium,filled,184.5477027849926,0.0,12.754311403655334,0.0,14.880029970931222,0.0,14.843127496603314,21.475326912132743,184.5477027849926,MINI Cooper Hardtop 4 door
59,MINI,39976,Cooper Hardtop 4 door,2019,Premium,filled,175.2271117352455,0.0,13.179455117110512,0.0,15.730317397841578,0.0,15.492109375192642,23.294601890750137,175.2271117352455,MINI Cooper Hardtop 4 door
60,MINI,39977,Cooper S Hardtop 2 door,2019,Premium,filled,196.35378478133893,0.0,11.904023976744979,0.0,13.604598830565688,0.0,13.96796916245583,19.88992349028704,196.35378478133893,MINI Cooper S Hardtop 2 door
61,MINI,39978,Cooper S Hardtop 2 door,2019,Premium,filled,210.0239849876347,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.42112627542051,19.748350633706465,210.0239849876347,MINI Cooper S Hardtop 2 door
62,MINI,39979,Cooper S Hardtop 4 door,2019,Premium,filled,196.35378478133893,0.0,11.904023976744979,0.0,13.604598830565688,0.0,13.96796916245583,19.88992349028704,196.35378478133893,MINI Cooper S Hardtop 4 door
63,MINI,39980,Cooper S Hardtop 4 door,2019,Premium,filled,210.0239849876347,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.42112627542051,19.748350633706465,210.0239849876347,MINI Cooper S Hardtop 4 door
64,MINI,39981,John Cooper Works Hardtop,2019,Premium,filled,196.35378478133893,0.0,11.904023976744979,0.0,13.604598830565688,0.0,13.96796916245583,19.88992349028704,196.35378478133893,MINI John Cooper Works Hardtop
65,MINI,39982,John Cooper Works Hardtop,2019,Premium,filled,210.0239849876347,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.42112627542051,19.748350633706465,210.0239849876347,MINI John Cooper Works Hardtop
66,Acura,39983,TLX FWD,2019,Premium,filled,205.05300309443624,0.0,11.4788802632898,0.0,14.029742544020866,0.0,12.775526074956748,20.406813217105842,205.05300309443624,Acura TLX FWD
67,Acura,39984,TLX FWD,2019,Premium,filled,233.63614898032733,0.0,10.203449122924267,0.0,13.179455117110512,0.0,10.64058188909888,19.020547110642546,233.63614898032733,Acura TLX FWD
68,BMW,39985,430i Coupe,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.878708454212319,21.08598029935049,201.3247666745374,BMW 430i Coupe
69,BMW,39986,430i Coupe,2019,Premium,filled,218.10183056408218,0.0,10.628592836379445,0.0,14.029742544020866,0.0,11.43496291768988,20.47968284959206,218.10183056408218,BMW 430i Coupe
70,BMW,39987,430i xDrive Coupe,2019,Premium,filled,205.67437583108602,0.0,11.4788802632898,0.0,14.029742544020866,0.0,12.681059141827006,20.215966204135814,205.67437583108602,BMW 430i xDrive Coupe
71,BMW,39988,430i Gran Coupe,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.878708454212319,21.08598029935049,201.3247666745374,BMW 430i Gran Coupe
72,BMW,39989,430i xDrive Gran Coupe,2019,Premium,filled,205.67437583108602,0.0,11.4788802632898,0.0,14.029742544020866,0.0,12.681059141827006,20.215966204135814,205.67437583108602,BMW 430i xDrive Gran Coupe
73,BMW,39990,440i Coupe,2019,Premium,filled,219.34457603738178,0.0,10.628592836379445,0.0,13.604598830565688,0.0,11.439682012909234,19.853573702786623,219.34457603738178,BMW 440i Coupe
74,BMW,39991,440i Coupe,2019,Premium,filled,251.65595834317173,0.0,9.353161696013911,0.0,11.904023976744979,0.0,9.81537794128238,17.09235031263793,251.65595834317173,BMW 440i Coupe
75,BMW,39992,440i xDrive Coupe,2019,Premium,filled,228.0437943504791,0.0,10.203449122924267,0.0,13.179455117110512,0.0,11.069169266633045,18.79420059759901,228.0437943504791,BMW 440i xDrive Coupe
76,BMW,39993,440i xDrive Coupe,2019,Premium,filled,256.6269402363702,0.0,8.928017982558734,0.0,11.904023976744979,0.0,9.650762295432536,16.605943390073865,256.6269402363702,BMW 440i xDrive Coupe
77,BMW,39994,440i Gran Coupe,2019,Premium,filled,219.34457603738178,0.0,10.628592836379445,0.0,13.604598830565688,0.0,11.439682012909234,19.853573702786623,219.34457603738178,BMW 440i Gran Coupe
78,BMW,39995,440i xDrive Gran Coupe,2019,Premium,filled,228.0437943504791,0.0,10.203449122924267,0.0,13.179455117110512,0.0,11.069169266633045,18.79420059759901,228.0437943504791,BMW 440i xDrive Gran Coupe
79,BMW,39996,640i Gran Coupe,2019,Premium,filled,234.87889445362694,0.0,9.77830540946909,0.0,12.329167690200157,0.0,10.775309931892826,17.746774030759486,234.87889445362694,BMW 640i Gran Coupe
80,BMW,39997,640i xDrive Gran Coupe,2019,Premium,filled,246.68497644997328,0.0,9.353161696013911,0.0,11.904023976744979,0.0,10.273215206302263,17.05481012273984,246.68497644997328,BMW 640i xDrive Gran Coupe
81,BMW,39998,650i Gran Coupe,2019,Premium,filled,268.4330222327165,0.0,8.928017982558734,0.0,11.053736549834623,0.0,9.377607459537584,15.54457210943301,268.4330222327165,BMW 650i Gran Coupe
82,BMW,39999,650i xDrive Gran Coupe,2019,Premium,filled,278.3749860191134,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.064489114577844,14.673877784276806,278.3749860191134,BMW 650i xDrive Gran Coupe
83,BMW,40000,Alpina B6 xDrive Gran Coupe,2019,Premium,filled,278.3749860191134,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.064489114577844,14.673877784276806,278.3749860191134,BMW Alpina B6 xDrive Gran Coupe
84,BMW,40001,M6 Gran Coupe,2019,Premium,filled,324.3565685311991,0.0,7.227443128738022,0.0,9.353161696013911,0.0,7.6100724708476815,12.754311403655334,324.3565685311991,BMW M6 Gran Coupe
85,BMW,40002,M6 Gran Coupe,2019,Premium,filled,343.61912336734315,0.0,6.802299415282844,0.0,8.502874269103556,0.0,7.1171183350964045,11.971706855927042,343.61912336734315,BMW M6 Gran Coupe
86,BMW,40003,530i,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.878708454212319,21.08598029935049,201.3247666745374,BMW 530i
87,Infiniti,40004,Q70,2019,Premium,filled,291.4238134887594,0.0,8.077730555648378,0.0,10.203449122924267,0.0,8.481149425345995,14.539787457053043,291.4238134887594,Infiniti Q70
88,Infiniti,40005,Q70 AWD,2019,Premium,filled,305.09401369505514,0.0,7.6525868421932,0.0,9.77830540946909,0.0,8.173260348061756,13.540784759176068,305.09401369505514,Infiniti Q70 AWD
89,Infiniti,40006,Q70,2019,Premium,filled,269.05439496936634,0.0,8.928017982558734,0.0,10.628592836379445,0.0,9.935863669675578,15.566169410076535,269.05439496936634,Infiniti Q70
90,Infiniti,40007,Q70 AWD,2019,Premium,filled,275.2681223358644,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.442909533924299,14.309232021246302,275.2681223358644,Infiniti Q70 AWD
91,MINI,40008,Cooper Clubman,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,13.604598830565688,0.0,13.269245469392246,19.71650736956867,201.3247666745374,MINI Cooper Clubman
92,MINI,40009,Cooper Clubman,2019,Premium,filled,199.46064846458796,0.0,11.904023976744979,0.0,14.029742544020866,0.0,13.340669613252714,20.570195946186665,199.46064846458796,MINI Cooper Clubman
93,MINI,40010,Cooper Countryman,2019,Premium,filled,201.3247666745374,0.0,11.4788802632898,0.0,13.604598830565688,0.0,13.269245469392246,19.71650736956867,201.3247666745374,MINI Cooper Countryman
94,MINI,40011,Cooper Countryman,2019,Premium,filled,199.46064846458796,0.0,11.904023976744979,0.0,14.029742544020866,0.0,13.340669613252714,20.570195946186665,199.46064846458796,MINI Cooper Countryman
95,MINI,40012,Cooper Clubman All4,2019,Premium,filled,211.88810319758412,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.57507081406263,18.786633039499506,211.88810319758412,MINI Cooper Clubman All4
96,MINI,40013,Cooper Clubman All4,2019,Premium,filled,213.7522214075335,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.170631599452719,19.490330914010514,213.7522214075335,MINI Cooper Clubman All4
97,MINI,40014,Cooper Countryman All4,2019,Premium,filled,215.61633961748294,0.0,10.628592836379445,0.0,12.754311403655334,0.0,12.422316677818186,18.026093450499538,215.61633961748294,MINI Cooper Countryman All4
98,MINI,40015,Cooper Countryman All4,2019,Premium,filled,213.7522214075335,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.170631599452719,19.490330914010514,213.7522214075335,MINI Cooper Countryman All4
99,MINI,40016,Cooper S Clubman,2019,Premium,filled,206.29574856773584,0.0,11.4788802632898,0.0,13.604598830565688,0.0,12.72416871437136,19.695080126410527,206.29574856773584,MINI Cooper S Clubman
100,MINI,40017,Cooper S Clubman,2019,Premium,filled,217.48045782743236,0.0,10.628592836379445,0.0,13.179455117110512,0.0,11.960100432549718,18.85818472647401,217.48045782743236,MINI Cooper S Clubman
101,MINI,40018,Cooper S Countryman,2019,Premium,filled,206.29574856773584,0.0,11.4788802632898,0.0,13.604598830565688,0.0,12.72416871437136,19.695080126410527,206.29574856773584,MINI Cooper S Countryman
102,MINI,40019,Cooper S Countryman All4,2019,Premium,filled,214.99496688083315,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.172034573707123,18.79135213471886,214.99496688083315,MINI Cooper S Countryman All4
103,MINI,40020,Cooper S Countryman All4,2019,Premium,filled,228.0437943504791,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.20797868907616,18.433551185474983,228.0437943504791,MINI Cooper S Countryman All4
104,MINI,40021,Cooper S Clubman All4,2019,Premium,filled,214.37359414418333,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.22394462112,18.899593724164546,214.37359414418333,MINI Cooper S Clubman All4
105,MINI,40022,Cooper S Clubman All4,2019,Premium,filled,227.42242161382927,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.124948121838365,18.589153784599578,227.42242161382927,MINI Cooper S Clubman All4
106,MINI,40023,John Cooper Works Clubman All4,2019,Premium,filled,214.37359414418333,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.22394462112,18.899593724164546,214.37359414418333,MINI John Cooper Works Clubman All4
107,MINI,40024,John Cooper Works Clubman All4,2019,Premium,filled,227.42242161382927,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.124948121838365,18.589153784599578,227.42242161382927,MINI John Cooper Works Clubman All4
108,MINI,40025,JCW Countryman All4,2019,Premium,filled,228.0437943504791,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.20797868907616,18.433551185474983,228.0437943504791,MINI JCW Countryman All4
109,BMW,40026,740i,2019,Premium,filled,230.5292852970783,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.173031875830146,17.73678315349329,230.5292852970783,BMW 740i
110,BMW,40027,740i xDrive,2019,Premium,filled,237.985758136876,0.0,9.77830540946909,0.0,12.329167690200157,0.0,10.667536000531939,17.47757303139967,237.985758136876,BMW 740i xDrive
111,BMW,40028,750i,2019,Premium,filled,268.4330222327165,0.0,8.928017982558734,0.0,11.053736549834623,0.0,9.377607459537584,15.54457210943301,268.4330222327165,BMW 750i
112,BMW,40029,750i xDrive,2019,Premium,filled,278.3749860191134,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.064489114577844,14.673877784276806,278.3749860191134,BMW 750i xDrive
113,BMW,40030,Alpina B7 xDrive,2019,Premium,filled,278.3749860191134,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.064489114577844,14.673877784276806,278.3749860191134,BMW Alpina B7 xDrive
114,BMW,40031,M760i xDrive,2019,Premium,filled,354.80383262703964,0.0,6.802299415282844,0.0,8.502874269103556,0.0,6.947911137141244,11.648937748671871,354.80383262703964,BMW M760i xDrive
115,Genesis,40032,G90 AWD,2019,Premium,filled,278.3749860191134,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.140589839286323,14.497400628821563,278.3749860191134,Genesis G90 AWD
116,Genesis,40033,G90 RWD,2019,Premium,filled,282.10322243901226,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.140589839286323,14.199800029402937,282.10322243901226,Genesis G90 RWD
117,Genesis,40034,G90 AWD,2019,Premium,filled,306.3367591683547,0.0,7.6525868421932,0.0,9.77830540946909,0.0,8.120244926993896,13.647113201911207,306.3367591683547,Genesis G90 AWD
118,Genesis,40035,G90 RWD,2019,Premium,filled,299.50165906520687,0.0,8.077730555648378,0.0,10.203449122924267,0.0,8.290302412375967,14.15728565805742,299.50165906520687,Genesis G90 RWD
119,BMW,40036,X4 M40i,2019,Premium,filled,243.57811276672425,0.0,9.77830540946909,0.0,11.4788802632898,0.0,10.729309382096975,16.33478672963215,243.57811276672425,BMW X4 M40i
120,Jaguar,40045,F-Type Coupe,2019,Premium,filled,214.99496688083315,0.0,11.053736549834623,0.0,12.754311403655334,0.0,12.504922101342526,18.23955810902538,214.99496688083315,Jaguar F-Type Coupe
121,Jaguar,40046,F-Type Convertible,2019,Premium,filled,214.99496688083315,0.0,11.053736549834623,0.0,12.754311403655334,0.0,12.504922101342526,18.23955810902538,214.99496688083315,Jaguar F-Type Convertible
122,Jaguar,40047,XE,2019,Premium,filled,193.86829383473972,0.0,11.904023976744979,0.0,14.454886257476044,0.0,13.817170687293277,20.832041959303712,193.86829383473972,Jaguar XE
123,Jaguar,40048,XE AWD,2019,Premium,filled,199.46064846458796,0.0,11.904023976744979,0.0,14.454886257476044,0.0,13.051912003073959,21.08712818737682,199.46064846458796,Jaguar XE AWD
124,Jaguar,40049,XF,2019,Premium,filled,193.86829383473972,0.0,11.904023976744979,0.0,14.454886257476044,0.0,13.817170687293277,20.832041959303712,193.86829383473972,Jaguar XF
125,Jaguar,40050,XF AWD,2019,Premium,filled,206.91712130438566,0.0,11.4788802632898,0.0,14.029742544020866,0.0,12.6692826609643,19.981754532393357,206.91712130438566,Jaguar XF AWD
126,Jaguar,40051,F-Pace,2019,Premium,filled,226.80104887717945,0.0,10.203449122924267,0.0,11.4788802632898,0.0,11.86150960539946,16.027917997260204,226.80104887717945,Jaguar F-Pace
127,Land Rover,40052,Range Rover Velar,2019,Premium,filled,238.6071308735258,0.0,9.77830540946909,0.0,11.4788802632898,0.0,11.30882277790773,15.942889254569167,238.6071308735258,Land Rover Range Rover Velar
128,Subaru,40053,Ascent,2019,Regular,filled,240.47124908347521,0.0,9.77830540946909,0.0,11.4788802632898,0.0,11.058625702539358,16.036718472128726,240.47124908347521,Subaru Ascent
129,Subaru,40054,Ascent Limited/Touring,2019,Regular,filled,249.17046739657252,0.0,9.353161696013911,0.0,11.053736549834623,0.0,10.628592836379445,15.347688055731918,249.17046739657252,Subaru Ascent Limited/Touring
130,MINI,40058,JCW Countryman All4,2019,Premium,filled,219.9659487740316,0.0,10.628592836379445,0.0,12.754311403655334,0.0,12.029143771614837,18.408722792609197,219.9659487740316,MINI JCW Countryman All4
131,Genesis,40059,G80 AWD,2019,Premium,filled,281.48184970236247,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.055561096595287,14.454886257476044,281.48184970236247,Genesis G80 AWD
132,Genesis,40060,G80 RWD,2019,Premium,filled,274.64674959921456,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.225618581977358,15.092601827658811,274.64674959921456,Genesis G80 RWD
133,Genesis,40061,G80 AWD,2019,Regular,filled,276.510867809164,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.371442875692486,14.502204752783607,276.510867809164,Genesis G80 AWD
134,Genesis,40062,G80 AWD,2019,Premium,filled,312.5504865348528,0.0,7.6525868421932,0.0,9.77830540946909,0.0,7.950187441611824,13.477055716529136,312.5504865348528,Genesis G80 AWD
